Budget,Budget Tolerance,Communication,Average Team Experience,Team Size,Deadline,Cost,Days Taken,Budget Success,Deadline Success,Team Success,Success
600000,1.03,2,6.91,19,484,2964481,334,0,1,0,0
7900000,1.1,3,13.68,3,341,1190919,489,1,0,1,0
3100000,1.22,3,9.98,10,366,3840995,514,0,0,0,0
8300000,1.39,3,1.12,16,223,810217,279,1,0,0,0
6700000,1.21,2,1.42,17,384,1557359,481,1,0,0,0
3500000,1.45,3,1.96,15,264,1297618,350,1,0,0,0
3500000,1.21,4,15.17,15,953,10647197,789,0,1,1,0
3200000,1.18,0,2.45,11,261,999238,376,1,0,0,0
4100000,1.21,2,12.44,12,859,8728400,814,0,1,0,0
3100000,1.27,0,1.78,4,547,350490,386,1,1,0,1
1300000,1.23,0,14.34,3,664,2078134,701,0,0,0,0
800000,1.46,1,7.97,15,667,5628081,692,0,0,0,0
7700000,1.31,4,15.54,12,396,2292341,198,1,1,1,1
4100000,1.39,2,5.35,16,658,5379944,895,1,0,0,0
9200000,1.02,0,5.82,8,583,2433890,738,1,0,0,0
2800000,1.25,3,9.85,7,222,1591907,310,1,0,0,0
6900000,1.3,4,4.13,5,238,463847,302,1,0,0,0
4700000,1.12,2,2.56,12,798,2074949,688,1,1,0,1
400000,1.43,2,9.45,18,981,8380617,726,0,1,0,0
3800000,1.17,1,6.69,19,966,8220592,932,0,1,0,0
2700000,1.01,4,15.28,16,297,6871513,418,0,0,1,0
2500000,1.35,0,13.76,14,233,1784102,138,1,1,0,1
600000,1.16,2,7.84,4,318,433499,214,1,1,0,1
200000,1.24,3,5.56,2,516,199404,258,1,1,0,1
6000000,1.22,0,7.8,12,984,4461572,643,1,1,0,1
1100000,1.24,2,5.38,14,905,4655415,749,0,1,0,0
8100000,1.35,2,10.13,18,885,14098422,1102,0,0,0,0
5600000,1.43,1,3.29,18,429,3246890,580,1,0,0,0
6000000,1.22,2,12.34,17,509,9013318,637,0,0,0,0
4300000,1.44,4,14.56,12,872,6805893,666,0,1,1,0
6200000,1.1,2,1.61,3,982,712645,1159,1,0,0,0
1500000,1.45,2,2.06,2,907,450511,972,1,0,0,0
3500000,1.18,4,3.2,5,891,1575504,1146,1,0,0,0
1100000,1.39,2,5.49,2,385,184399,204,1,1,0,1
6000000,1.21,3,4.7,19,885,8989733,1148,0,0,0,0
9700000,1.21,4,11.15,16,986,7175761,558,1,1,1,1
7100000,1.13,3,6.54,6,624,1332181,461,1,1,0,1
3800000,1.01,1,9.07,11,559,3681453,558,1,1,0,0
6100000,1.01,0,8.83,20,540,6891858,623,0,0,0,0
4400000,1.13,1,3.51,10,266,1135509,345,1,0,0,0
100000,1.16,3,15.09,3,517,2212180,733,0,0,1,0
9000000,1.26,0,11.75,19,824,14707993,979,0,0,0,0
4200000,1.24,2,11.34,10,334,1667324,205,1,1,0,0
500000,1.19,1,2.69,17,363,1864330,464,0,0,0,0
1300000,1.29,2,3.25,18,955,6422220,1194,0,0,0,0
1300000,1.16,2,5.44,19,863,5274921,616,0,1,0,0
3900000,1.26,0,3.2,7,981,2452084,1278,1,0,0,0
7400000,1.29,1,6.21,2,625,678532,767,1,0,0,0
3800000,1.06,3,5.28,15,418,3423654,571,1,0,0,0
2200000,1.45,1,3.28,6,409,865650,510,1,0,0,0
10000000,1.21,2,1.52,13,587,991863,428,1,1,0,0
5100000,1.1,4,6.44,9,525,3643949,768,1,0,0,0
2700000,1.26,4,9.33,3,482,781407,421,1,1,0,0
7600000,1.37,0,9.92,9,375,1942081,323,1,1,0,0
7800000,1.26,3,4.0,7,981,2579370,1012,1,0,0,0
4400000,1.24,2,2.74,10,971,1995569,804,1,1,0,1
600000,1.49,0,3.27,19,253,887085,160,1,1,0,0
6700000,1.09,0,13.61,14,374,6023675,498,1,0,0,0
5600000,1.08,3,6.15,7,427,1991485,610,1,0,0,0
5500000,1.37,1,5.75,16,417,2636457,421,1,0,0,0
9800000,1.35,4,11.97,12,993,7535605,830,1,1,1,1
8800000,1.19,1,5.02,13,315,2088902,389,1,0,0,0
7400000,1.12,1,3.14,17,989,7673963,1442,1,0,0,0
500000,1.14,3,8.65,2,686,831810,628,0,1,0,0
500000,1.35,4,12.58,15,844,5373789,425,0,1,1,0
2700000,1.2,3,7.98,15,499,2341351,301,1,1,0,0
4300000,1.06,1,2.53,20,587,4669755,866,0,0,0,0
8700000,1.02,1,15.8,13,278,4237329,326,1,0,0,0
4200000,1.17,2,2.43,14,336,676660,212,1,1,0,0
3900000,1.11,4,1.68,2,423,215419,563,1,0,0,0
7900000,1.13,2,5.91,16,689,7855970,1027,1,0,0,0
7600000,1.26,3,3.71,3,240,159600,159,1,1,0,0
9700000,1.42,4,5.3,13,540,2269236,404,1,1,0,1
3900000,1.48,3,13.16,7,616,1873610,324,1,1,1,1
5200000,1.06,2,4.12,11,401,1171033,295,1,1,0,0
8300000,1.02,3,8.3,6,925,4463781,1325,1,0,0,0
7500000,1.19,4,4.26,11,317,1765399,441,1,0,0,0
1800000,1.21,1,7.89,16,682,8054330,823,0,0,0,0
5700000,1.09,2,7.81,4,609,1168654,495,1,1,0,0
600000,1.42,0,8.84,10,503,1800421,316,0,1,0,0
4500000,1.01,0,4.9,15,877,5428604,1044,0,0,0,0
5800000,1.15,3,3.29,13,793,3458792,814,1,0,0,0
1000000,1.47,1,6.09,18,470,5623614,691,0,0,0,0
1400000,1.23,4,15.18,7,599,2444227,354,0,1,1,0
300000,1.21,4,2.32,18,993,5662623,1398,0,0,0,0
700000,1.22,4,5.45,18,225,1706320,243,0,0,0,0
4500000,1.08,2,8.09,3,618,493698,309,1,1,0,0
9000000,1.41,2,1.99,18,274,544624,138,1,1,0,0
2400000,1.12,2,7.22,4,539,658768,307,1,1,0,0
9800000,1.49,3,12.26,16,312,3844158,272,1,1,0,1
300000,1.29,0,14.89,4,369,1644451,436,0,0,0,0
7000000,1.21,2,5.6,14,278,1217828,208,1,1,0,0
5700000,1.08,2,10.66,9,203,1094615,189,1,1,0,0
5500000,1.16,3,15.81,5,396,2595045,552,1,0,1,0
2300000,1.21,2,4.64,10,397,2061084,553,1,0,0,0
8700000,1.07,1,6.46,4,422,461222,241,1,1,0,0
7500000,1.03,2,14.79,10,990,11885852,1258,0,0,0,0
7800000,1.45,2,10.12,12,220,1115159,125,1,1,0,1
9300000,1.36,3,5.93,11,683,4057877,792,1,0,0,0
2000000,1.44,1,2.22,19,818,3058290,751,0,1,0,0
1900000,1.35,2,11.39,13,289,2658085,255,0,1,0,0
4300000,1.37,1,9.89,8,728,4489262,876,1,0,0,0
4100000,1.23,3,2.72,20,952,6234086,1218,0,0,0,0
900000,1.42,4,8.37,17,477,3888627,390,0,1,0,0
800000,1.11,1,7.37,11,554,3517060,635,0,0,0,0
5400000,1.18,2,1.41,12,279,980186,418,1,0,0,0
2400000,1.3,2,6.0,7,866,2100729,613,1,1,0,0
5200000,1.12,0,13.17,8,654,5339986,783,1,0,0,0
8300000,1.17,2,1.86,4,210,214306,263,1,0,0,0
500000,1.46,2,14.89,2,977,1959514,1015,0,0,0,0
1000000,1.48,4,1.12,14,762,2134239,837,0,0,0,0
2700000,1.03,3,5.24,8,360,626630,205,1,1,0,0
6700000,1.06,3,7.09,4,311,470576,232,1,1,0,1
9100000,1.24,4,5.32,15,938,5447016,828,1,1,0,0
6000000,1.44,1,12.98,9,322,2698950,323,1,0,0,0
7400000,1.4,3,9.52,13,530,5497061,731,1,0,0,0
9100000,1.44,0,8.81,3,974,1812892,1094,1,0,0,0
5500000,1.35,2,4.05,17,909,7143566,1343,1,0,0,0
5300000,1.49,2,11.7,4,220,740491,220,1,1,0,0
5300000,1.23,1,8.57,15,572,4490648,470,1,1,0,0
5300000,1.42,4,13.5,4,761,2576127,798,1,0,1,0
8100000,1.02,4,15.3,18,917,20794936,1230,0,0,1,0
6900000,1.03,0,6.28,11,426,2666170,500,1,0,0,0
1000000,1.49,1,10.79,18,538,8601740,674,0,0,0,0
5900000,1.19,2,6.84,9,253,1181232,295,1,0,0,0
4500000,1.36,0,1.08,17,263,1195323,378,1,0,0,0
7800000,1.48,4,6.48,10,613,4053347,830,1,0,0,0
2400000,1.02,1,4.56,14,533,3006942,580,0,0,0,0
1200000,1.04,1,2.95,19,662,4502944,929,0,0,0,0
3800000,1.15,4,10.32,6,893,2763280,643,1,1,1,1
3200000,1.3,1,3.47,5,469,378671,261,1,1,0,0
8300000,1.16,0,15.31,7,263,1191688,175,1,1,0,0
5000000,1.28,3,6.23,18,570,6320958,850,1,0,0,0
4800000,1.19,3,11.3,9,380,3456786,533,1,0,0,0
2700000,1.49,1,3.37,5,669,1020684,641,1,1,0,1
100000,1.26,1,3.44,9,890,1424395,581,0,1,0,0
9600000,1.46,4,9.22,12,244,1010592,149,1,1,0,0
1300000,1.37,4,3.77,12,487,2056181,525,0,0,0,0
3100000,1.33,0,4.62,8,500,1564554,489,1,1,0,1
9900000,1.3,0,9.36,16,411,2995264,264,1,1,0,1
7700000,1.33,4,4.14,9,953,1578704,543,1,1,0,1
3100000,1.4,1,1.14,12,863,2138735,1029,1,0,0,0
6100000,1.2,0,1.41,20,265,1341991,388,1,0,0,0
4900000,1.31,4,3.24,11,943,1690931,491,1,1,0,1
2500000,1.5,3,3.45,7,385,841219,375,1,1,0,1
4600000,1.21,0,15.1,9,960,5760013,653,0,1,0,0
7500000,1.45,0,5.24,20,240,2669391,339,1,0,0,0
7800000,1.14,0,5.02,4,372,441940,258,1,1,0,0
7600000,1.16,0,10.59,4,920,2913477,1151,1,0,0,0
500000,1.15,1,4.92,20,768,3619111,507,0,1,0,0
8400000,1.41,4,15.18,19,412,8908403,449,1,0,1,0
1800000,1.33,1,2.45,3,440,317703,399,1,1,0,0
3800000,1.07,4,14.4,8,975,9078553,1364,0,0,1,0
7500000,1.48,0,3.5,13,970,3459430,852,1,1,0,0
5300000,1.37,2,2.66,3,953,823705,1097,1,0,0,0
1500000,1.46,2,1.87,7,313,323659,201,1,1,0,1
7800000,1.43,4,4.69,3,346,492908,445,1,0,0,0
100000,1.09,0,11.1,7,355,1957659,372,0,0,0,0
200000,1.05,1,4.26,9,682,2875491,997,0,0,0,0
100000,1.47,1,3.11,19,788,5962862,1139,0,0,0,0
1200000,1.41,2,14.33,12,564,8453457,798,0,0,0,0
1200000,1.22,1,11.59,11,474,4802948,593,0,0,0,0
7500000,1.19,3,4.04,18,507,3231420,492,1,1,0,1
5400000,1.07,3,7.88,4,455,870767,439,1,1,0,1
6000000,1.01,3,15.96,12,532,8856590,723,0,0,1,0
4000000,1.5,2,12.24,19,613,5665597,416,1,1,0,0
1000000,1.22,4,2.77,15,371,1325727,334,0,1,0,0
2500000,1.24,2,14.63,11,639,9397195,881,0,0,0,0
9700000,1.02,1,8.0,3,257,418025,225,1,1,0,1
9900000,1.12,3,5.22,9,580,2395134,601,1,0,0,0
4800000,1.31,1,10.84,15,241,2478526,253,1,0,0,0
6500000,1.29,1,4.63,14,954,4537202,863,1,1,0,0
3400000,1.08,2,11.81,19,548,11407461,812,0,0,0,0
600000,1.07,1,4.09,11,408,845177,252,0,1,0,0
5800000,1.28,4,4.03,6,235,601104,305,1,0,0,0
8700000,1.26,4,14.15,3,396,1712295,579,1,0,1,0
900000,1.06,2,10.19,2,518,502907,408,1,1,0,0
2700000,1.39,4,4.67,9,571,2328930,697,1,0,0,0
6300000,1.29,3,1.98,3,759,310066,420,1,1,0,0
5200000,1.27,2,11.87,20,350,3248116,205,1,1,0,0
2800000,1.28,4,3.81,9,266,1155725,381,1,0,0,0
10000000,1.34,2,2.19,16,845,2756111,725,1,1,0,1
2200000,1.42,2,2.45,20,562,3607732,659,0,0,0,0
2800000,1.2,4,9.04,7,995,5656440,1460,0,0,0,0
4800000,1.23,1,14.12,3,496,792945,268,1,1,0,0
5900000,1.24,4,8.16,15,340,3249729,406,1,0,0,0
7300000,1.41,0,8.37,14,436,1755804,230,1,1,0,0
8600000,1.19,3,2.19,11,340,933975,356,1,0,0,0
5500000,1.21,1,15.89,19,210,5115934,261,1,0,0,0
8500000,1.03,1,14.36,15,233,4113394,290,1,0,0,0
6100000,1.29,3,7.8,18,269,1980545,195,1,1,0,1
4200000,1.23,3,7.41,6,812,1738488,525,1,1,0,1
8300000,1.32,4,6.49,2,646,698055,795,1,0,0,0
6200000,1.08,1,3.96,2,307,285187,457,1,0,0,0
7400000,1.0,4,4.21,16,670,2388396,397,1,1,0,0
3000000,1.11,4,11.1,10,760,5992698,755,0,1,1,0
7600000,1.02,1,15.81,12,561,4249776,347,1,1,0,0
1100000,1.19,1,8.28,18,854,10087399,1042,0,0,0,0
3400000,1.15,2,7.29,4,481,719152,330,1,1,0,0
2800000,1.09,1,4.23,5,530,624274,398,1,1,0,0
5300000,1.4,4,4.52,2,507,384301,570,1,0,0,0
4800000,1.12,4,6.21,6,547,1411073,501,1,1,0,0
1600000,1.43,1,5.18,5,268,627262,332,1,0,0,0
6000000,1.21,4,7.32,17,906,6132304,704,1,1,0,1
6500000,1.0,2,5.3,9,334,1473932,411,1,0,0,0
1000000,1.1,4,10.68,6,541,1191138,309,0,1,1,0
7600000,1.12,4,12.22,17,394,3260782,225,1,1,1,1
2300000,1.17,4,13.41,19,749,7482817,443,0,1,1,0
8800000,1.03,4,7.23,20,466,5353853,485,1,0,0,0
4200000,1.04,3,9.7,9,411,1492462,260,1,1,0,0
10000000,1.48,0,15.57,11,200,1591705,157,1,1,0,0
10000000,1.32,2,11.64,9,704,7392916,972,1,0,0,0
6700000,1.16,1,15.86,11,941,10705106,1032,0,0,0,0
4500000,1.28,3,14.99,14,262,4296370,302,1,0,1,0
8300000,1.23,4,8.21,20,297,3890118,312,1,0,0,0
9100000,1.38,4,6.35,2,264,290153,347,1,0,0,0
8700000,1.41,3,12.43,19,437,9826664,628,1,0,0,0
10000000,1.37,3,9.71,12,849,6451743,878,1,0,0,0
4800000,1.46,2,13.49,20,336,4105136,216,1,1,0,0
5200000,1.07,4,10.19,12,723,5452201,642,1,1,1,1
7100000,1.32,1,7.06,9,843,2788887,611,1,1,0,1
5400000,1.32,1,14.42,15,802,13552244,885,0,0,0,0
2800000,1.18,3,9.62,2,305,224958,186,1,1,0,1
9700000,1.17,2,11.34,13,703,9698614,1029,1,0,0,0
5000000,1.47,3,8.46,9,647,2110521,398,1,1,0,0
1800000,1.1,0,7.87,16,341,3403396,389,0,0,0,0
100000,1.04,4,5.89,11,511,3861351,715,0,0,0,0
6500000,1.2,1,15.96,13,266,2874442,207,1,1,0,0
700000,1.23,0,14.9,19,251,6435842,368,0,0,0,0
6000000,1.09,2,1.03,6,921,1137741,1183,1,0,0,0
9100000,1.03,0,15.12,19,248,4726924,290,1,0,0,0
2300000,1.01,1,14.45,9,575,4268954,566,0,1,0,0
9500000,1.09,2,5.99,8,978,3187316,889,1,1,0,1
9400000,1.26,4,1.98,3,773,449617,719,1,1,0,0
1500000,1.19,3,8.28,15,958,7829425,856,0,1,0,0
200000,1.04,4,1.39,11,856,2398037,1042,0,0,0,0
700000,1.03,1,14.49,17,264,4276600,282,0,0,0,0
6400000,1.09,1,8.52,17,573,3750297,355,1,1,0,0
6500000,1.5,4,1.44,15,254,640976,208,1,1,0,1
7000000,1.29,1,15.07,16,878,20269295,1200,0,0,0,0
5800000,1.06,0,13.91,8,309,2264017,289,1,1,0,1
6900000,1.18,0,7.62,4,460,1158762,561,1,0,0,0
4300000,1.16,1,13.14,5,703,2980196,701,1,1,0,0
5200000,1.33,4,12.57,10,232,2544957,339,1,0,1,0
5500000,1.38,1,2.67,2,964,628078,1112,1,0,0,0
2900000,1.32,3,1.65,4,271,293418,397,1,0,0,0
8000000,1.48,0,3.77,13,217,468619,115,1,1,0,1
7800000,1.43,1,10.85,14,921,4894133,467,1,1,0,0
8900000,1.44,0,9.09,19,300,4487833,393,1,0,0,0
9300000,1.46,2,12.49,5,448,1465535,352,1,1,0,0
1100000,1.14,4,3.32,8,334,394485,175,1,1,0,0
6300000,1.19,2,14.26,13,787,9933440,814,0,0,0,0
7200000,1.24,1,9.14,4,981,1719224,720,1,1,0,0
1800000,1.2,4,15.75,13,436,8048796,628,0,0,1,0
5100000,1.29,3,5.4,13,883,4356776,822,1,1,0,1
2500000,1.42,1,12.76,3,833,2173422,979,1,0,0,0
9100000,1.2,0,10.43,6,329,2055110,480,1,0,0,0
7700000,1.16,3,2.95,12,205,517391,168,1,1,0,0
5300000,1.37,0,3.74,9,979,2805903,1078,1,0,0,0
9800000,1.37,4,10.84,18,333,5164941,426,1,0,1,0
8500000,1.05,0,6.74,13,982,7884074,1323,1,0,0,0
1100000,1.45,3,6.5,20,335,2370465,237,0,1,0,0
5800000,1.31,1,10.25,12,722,4573034,538,1,1,0,1
7500000,1.22,4,8.35,12,981,9380613,1448,0,0,0,0
5100000,1.48,2,7.51,10,308,1310698,274,1,1,0,0
9500000,1.19,3,8.88,19,250,3305977,258,1,0,0,0
4000000,1.07,3,4.65,19,938,7881022,1156,0,0,0,0
9200000,1.45,0,11.86,12,379,1809396,202,1,1,0,0
1400000,1.01,4,9.72,11,957,10768805,1384,0,0,0,0
7000000,1.5,3,12.33,14,319,3412310,317,1,1,0,1
3700000,1.35,2,7.16,9,674,2783492,615,1,1,0,0
3100000,1.1,1,1.74,7,512,657968,462,1,1,0,1
7600000,1.09,1,4.31,11,628,1967589,534,1,1,0,0
3700000,1.3,1,11.44,8,559,2361562,397,1,1,0,0
6700000,1.41,1,6.96,14,609,5978953,908,1,0,0,0
2000000,1.08,2,11.02,17,858,9496781,700,0,1,0,0
4200000,1.03,4,9.95,14,819,8711505,912,0,0,0,0
1000000,1.1,1,12.14,16,911,14221553,1043,0,0,0,0
1800000,1.11,0,2.57,3,777,676400,923,1,0,0,0
3300000,1.17,4,2.61,20,442,1624634,335,1,1,0,0
3700000,1.32,4,9.78,7,337,1557214,371,1,0,0,0
2700000,1.2,0,13.02,11,550,4116545,416,0,1,0,0
7100000,1.34,1,2.33,20,1000,3394653,711,1,1,0,0
6200000,1.46,4,6.86,10,392,1642546,316,1,1,0,0
3800000,1.3,4,6.8,12,869,2428969,437,1,1,0,0
4100000,1.02,2,15.1,14,832,8697025,725,0,1,0,0
9200000,1.28,0,2.23,13,664,1092754,333,1,1,0,1
9900000,1.36,1,15.42,15,671,7634711,490,1,1,0,0
9200000,1.11,3,9.29,15,1000,11174704,1284,0,0,0,0
2300000,1.08,1,9.89,8,891,4098702,704,0,1,0,0
9200000,1.36,4,1.15,14,617,778884,338,1,1,0,1
7000000,1.23,1,14.32,8,788,7938679,995,1,0,0,0
6400000,1.42,1,7.04,17,511,3207705,353,1,1,0,0
1300000,1.11,4,5.24,11,452,2499911,607,0,0,0,0
7900000,1.44,2,3.86,15,562,2269375,496,1,1,0,0
9500000,1.11,0,2.32,6,451,953797,611,1,0,0,0
600000,1.36,1,10.49,2,900,1561335,1127,0,0,0,0
4300000,1.48,1,3.38,2,623,447755,713,1,0,0,0
1000000,1.29,3,5.26,11,945,3577674,792,0,1,0,0
2700000,1.13,2,2.83,19,880,4318180,819,0,1,0,0
1600000,1.0,0,7.23,13,784,5739629,891,0,0,0,0
5000000,1.22,4,10.65,7,449,1590492,306,1,1,1,1
6300000,1.41,4,10.31,5,881,4602780,1250,1,0,1,0
5800000,1.08,2,7.37,14,254,1729807,242,1,1,0,1
8600000,1.48,3,15.25,17,918,17015041,959,0,0,1,0
2300000,1.29,3,6.9,18,710,7841626,846,0,0,0,0
9000000,1.25,4,9.83,2,808,551932,428,1,1,0,0
6700000,1.11,2,3.07,8,447,1252768,586,1,0,0,0
6700000,1.38,2,1.83,2,387,170350,378,1,1,0,0
800000,1.28,2,4.94,3,529,947290,750,1,0,0,0
2400000,1.08,3,2.42,17,981,2909149,720,0,1,0,0
6500000,1.38,1,9.38,15,556,4095662,435,1,1,0,1
5200000,1.49,4,9.58,5,606,1896628,626,1,0,0,0
900000,1.02,2,11.07,18,470,6879047,516,0,0,0,0
8800000,1.12,4,6.83,8,519,2267301,570,1,0,0,0
200000,1.47,4,3.01,20,650,2485907,420,0,1,0,0
1000000,1.06,2,2.73,17,767,4255744,1028,0,0,0,0
5100000,1.32,2,9.28,4,713,1936589,784,1,0,0,0
3800000,1.36,4,4.58,5,713,1926673,1018,1,0,0,0
3500000,1.45,4,3.23,13,845,2838193,827,1,1,0,1
300000,1.01,1,5.29,6,450,1308166,507,0,0,0,0
2100000,1.02,4,15.87,18,674,17425750,991,0,0,1,0
2900000,1.03,1,7.0,2,393,613430,573,1,0,0,0
7000000,1.08,3,9.24,9,719,2995282,510,1,1,0,0
8100000,1.15,2,8.59,16,794,10438702,1104,0,0,0,0
5300000,1.43,1,13.74,5,395,1418532,330,1,1,0,0
3200000,1.05,4,8.11,13,907,7988367,1214,0,0,0,0
2400000,1.19,1,14.42,14,663,11363449,847,0,0,0,0
8100000,1.49,3,3.27,13,682,2760906,681,1,1,0,1
7900000,1.19,2,2.35,5,672,1325939,985,1,0,0,0
2900000,1.15,2,1.72,3,372,298561,468,1,0,0,0
9200000,1.19,3,14.47,14,692,5534154,405,1,1,1,1
6700000,1.46,1,1.21,4,699,534594,678,1,1,0,0
5000000,1.09,0,10.21,7,736,2340540,469,1,1,0,0
5400000,1.01,4,8.46,2,559,742119,597,1,0,0,0
2500000,1.22,1,12.68,17,865,9315199,612,0,1,0,0
7900000,1.47,0,11.84,16,419,4505440,372,1,1,0,0
1000000,1.06,2,12.58,13,758,5474661,488,0,1,0,0
4700000,1.1,0,14.8,19,732,16404362,876,0,0,0,0
100000,1.15,4,1.37,10,990,2569461,1283,0,0,0,0
6700000,1.28,0,9.35,4,308,788450,331,1,0,0,0
2200000,1.41,3,6.55,4,223,466015,232,1,0,0,0
8600000,1.15,3,15.12,14,281,2392082,184,1,1,1,1
3300000,1.25,2,14.45,5,233,996134,223,1,1,0,0
6400000,1.02,3,2.78,7,698,1853898,973,1,0,0,0
3100000,1.25,2,4.44,19,985,4663208,734,0,1,0,0
9700000,1.29,3,14.1,14,899,12450803,1008,1,0,1,0
5000000,1.15,0,12.62,19,309,5854411,368,0,0,0,0
600000,1.31,3,12.39,16,659,8247825,688,0,0,0,0
4900000,1.01,1,4.68,18,439,3068566,415,1,1,0,1
800000,1.45,4,5.86,19,337,2447661,275,0,1,0,0
8600000,1.28,3,8.86,10,200,1469743,218,1,0,0,0
2000000,1.04,2,10.07,12,288,1332411,159,1,1,0,0
1100000,1.38,3,4.95,3,556,817873,724,1,0,0,0
500000,1.48,4,14.8,10,437,3981243,471,0,0,1,0
2100000,1.36,1,8.7,4,962,2424406,976,1,0,0,0
5000000,1.28,0,12.95,19,649,10352410,645,0,1,0,0
1200000,1.19,2,10.7,3,982,1277998,631,1,1,0,1
9600000,1.08,2,7.14,16,402,2692040,325,1,1,0,0
1900000,1.04,4,1.21,10,942,824270,502,1,1,0,0
1900000,1.1,1,4.09,14,612,3043422,582,0,1,0,0
3700000,1.35,3,8.27,17,399,2765313,303,1,1,0,0
9000000,1.36,1,7.29,11,332,2080109,352,1,0,0,0
4200000,1.45,1,11.26,4,753,3359260,1049,1,0,0,0
6300000,1.11,3,12.9,8,232,1306763,190,1,1,1,1
5400000,1.2,3,1.26,15,657,2349531,898,1,0,0,0
3900000,1.2,2,5.04,2,399,237538,326,1,1,0,0
10000000,1.11,2,12.3,18,668,8984505,671,1,0,0,0
6100000,1.1,0,2.23,19,328,1708172,345,1,0,0,0
7800000,1.12,0,6.15,7,899,1761224,608,1,1,0,1
9500000,1.0,2,4.62,5,649,743827,390,1,1,0,0
4200000,1.24,3,4.71,4,828,777449,465,1,1,0,0
7800000,1.29,2,10.55,8,890,4805721,897,1,0,0,0
9200000,1.42,4,3.52,2,211,105266,185,1,1,0,0
2300000,1.12,1,13.67,3,851,1529578,527,1,1,0,0
7100000,1.24,3,7.42,11,542,3899516,625,1,0,0,0
300000,1.4,2,15.56,6,838,4294265,662,0,1,0,0
400000,1.25,3,2.85,20,423,2390559,480,0,0,0,0
1700000,1.3,3,11.15,2,373,305546,227,1,1,0,1
5600000,1.24,3,6.41,12,378,3074997,513,1,0,0,0
6900000,1.41,4,10.59,17,692,4361250,365,1,1,1,1
7200000,1.44,3,12.24,11,771,3982922,485,1,1,0,1
9000000,1.33,2,11.51,17,333,3285976,280,1,1,0,0
5600000,1.09,2,5.08,18,515,2114710,274,1,1,0,0
7400000,1.15,0,10.03,18,766,5321385,436,1,1,0,1
9200000,1.06,1,5.56,13,458,1803399,350,1,1,0,0
6200000,1.34,2,5.66,13,207,885062,165,1,1,0,0
8200000,1.28,3,10.4,17,246,1577702,135,1,1,0,1
1500000,1.42,4,9.47,18,590,4150274,368,0,1,0,0
9900000,1.47,3,5.58,7,423,1569753,499,1,0,0,0
2300000,1.22,3,12.79,18,368,3955830,288,0,1,1,0
9000000,1.02,3,13.37,19,931,7834440,477,1,1,1,1
3400000,1.2,2,15.49,20,662,17104742,810,0,0,0,0
100000,1.11,3,7.03,15,375,3798885,525,0,0,0,0
2500000,1.43,2,6.2,12,728,3279686,576,1,1,0,1
4200000,1.41,4,15.26,13,707,7805269,665,0,1,1,0
1300000,1.35,2,6.83,12,485,1952554,320,0,1,0,0
9200000,1.21,1,3.8,2,553,545174,822,1,0,0,0
8500000,1.47,1,14.67,6,440,2787351,550,1,0,0,0
2900000,1.32,4,10.4,9,664,5578768,804,0,0,1,0
8300000,1.28,1,6.0,20,379,4226064,500,1,0,0,0
800000,1.07,2,9.39,14,683,6288371,786,0,0,0,0
9700000,1.14,0,6.01,18,341,2237878,272,1,1,0,1
5600000,1.17,0,11.28,4,559,915821,287,1,1,0,0
4000000,1.13,2,7.36,15,420,4193909,518,1,0,0,0
1600000,1.31,1,8.5,5,529,1009189,372,1,1,0,0
6700000,1.03,1,8.59,12,220,2053075,292,1,0,0,0
2900000,1.01,2,3.1,14,458,2391174,600,1,0,0,0
9300000,1.44,3,12.44,18,211,2135252,153,1,1,0,1
1000000,1.1,2,12.45,15,741,13576488,1045,0,0,0,0
9900000,1.1,1,11.07,4,439,1676081,549,1,0,0,0
1600000,1.46,1,3.25,3,228,203089,249,1,0,0,0
9400000,1.14,4,13.08,13,958,15748704,1377,0,0,1,0
7700000,1.09,3,4.8,12,844,2186929,534,1,1,0,1
2500000,1.07,2,5.57,13,374,2802454,493,0,0,0,0
6700000,1.21,0,15.63,20,506,13583557,639,0,0,0,0
1400000,1.16,3,10.67,6,590,1212342,306,1,1,0,1
3700000,1.31,4,12.0,4,425,1040627,305,1,1,1,1
6100000,1.13,2,9.37,11,827,3449237,528,1,1,0,1
1800000,1.12,1,15.12,12,809,12911747,1185,0,0,0,0
7000000,1.36,2,7.61,11,736,4622394,786,1,0,0,0
1200000,1.07,4,1.58,11,565,796741,349,1,1,0,0
2700000,1.12,2,5.99,20,597,7610788,815,0,0,0,0
1800000,1.46,1,15.94,13,566,5120676,410,0,1,0,0
7000000,1.44,0,2.25,13,866,1774636,561,1,1,0,1
8300000,1.04,3,5.06,13,703,4740857,936,1,0,0,0
5600000,1.49,1,3.18,11,508,2549123,729,1,0,0,0
800000,1.3,1,8.08,11,622,2289625,375,0,1,0,0
6900000,1.19,4,2.27,15,420,2258845,603,1,0,0,0
8700000,1.28,0,9.25,7,851,4917200,1012,1,0,0,0
5700000,1.37,0,12.72,16,519,5519770,408,1,1,0,1
2600000,1.23,2,5.32,15,575,1933299,297,1,1,0,1
8400000,1.01,4,14.13,4,685,1625428,448,1,1,1,1
9400000,1.42,0,10.21,8,595,2758757,456,1,1,0,1
1000000,1.01,1,9.83,13,369,4801260,534,0,0,0,0
7000000,1.22,4,14.19,4,307,1215869,311,1,0,1,0
7600000,1.2,0,9.85,5,952,4214895,1287,1,0,0,0
