,pID,Budget,Overall Deadline,Budget Elapsed,Time Elapsed,Proportion Subdeadlines Met,Commits,Defect Fix Rate,Team Communication,Team Commitment,Team Morale,Project Planning,Top-Level Management Support,Average Team Experience,Team Size,Finance Success,Timescale Success,Team Success,Management Success,Code Success,Success
4,1144,1278368,358,0.11017093669428521,0.22346368715083798,1.0,653,0.992609437180216,3.85,4.53,1.45,3.38,2.55,3.0,5,1,1,1,1,1,1
0,1145,1339746,472,0.11459336321959536,0.0635593220338983,0.0,869,0.9412225705329154,4.4,3.66,3.08,4.83,4.15,2.7358490566037736,53,1,1,1,1,1,1
1,1145,1339746,472,0.0007031183522846867,0.038135593220338986,0.0,0,0.0,4.4,3.66,3.08,4.83,4.15,2.7358490566037736,53,1,1,1,1,1,1
2,1145,1339746,472,0.342052896593832,0.09322033898305085,1.0,2601,0.9700826663167563,4.4,3.66,3.08,4.83,4.15,2.7358490566037736,53,1,1,1,1,1,1
3,1145,1339746,472,0.21199988654565866,0.07627118644067797,1.0,1604,0.9553222153592753,4.4,3.66,3.08,4.83,4.15,2.7358490566037736,53,1,1,1,1,1,1
4,1145,1339746,472,0.5540781610842652,0.12076271186440678,1.0,4206,0.9827331414793498,4.4,3.66,3.08,4.83,4.15,2.7358490566037736,53,1,1,1,1,1,1
0,1146,1686238,580,0.0,0.0,0.0,0,0.0,3.24,3.89,4.56,2.46,1.17,3.6,5,0,0,0,0,0,0
1,1146,1686238,580,0.10706495761571024,0.13620689655172413,1.0,1000,0.9913964262078094,3.24,3.89,4.56,2.46,1.17,3.6,5,0,0,0,0,0,0
2,1146,1686238,580,0.04141586181784541,0.06551724137931035,1.0,365,0.9962013295346629,3.24,3.89,4.56,2.46,1.17,3.6,5,0,0,0,0,0,0
3,1146,1686238,580,0.0003006693005376465,0.015517241379310345,0.0,0,0.0,3.24,3.89,4.56,2.46,1.17,3.6,5,0,0,0,0,0,0
4,1146,1686238,580,0.05102304656875245,0.07586206896551724,1.0,456,0.9842223891810669,3.24,3.89,4.56,2.46,1.17,3.6,5,0,0,0,0,0,0
0,1147,1541129,395,0.17745367195088796,1.1848101265822786,0.0,1085,0.999222092570984,2.55,4.98,2.5,4.71,1.673220379640904,4.0,1,0,0,0,0,0,0
1,1147,1541129,395,0.1684563719195473,1.129113924050633,0.0,1031,0.996,2.55,4.98,2.5,4.71,1.710457960623901,4.0,1,0,0,0,0,0,0
2,1147,1541129,395,0.07786953590517082,0.5772151898734177,0.0,487,0.9968652037617555,2.55,4.98,2.5,4.71,1.8,4.0,1,0,0,0,0,0,0
3,1147,1541129,395,0.22130074769860278,1.4227848101265823,0.0,1313,0.989277830337433,2.55,4.98,2.5,4.71,1.5230320370693733,4.0,1,0,0,0,0,0,0
4,1147,1541129,395,0.1328253507655751,0.9113924050632911,0.0,810,1.0,2.55,4.98,2.5,4.71,1.8,4.0,1,0,0,0,0,0,0
0,1148,1443404,417,0.34536484587821564,0.407673860911271,1.0,1578,0.9975977287617384,2.64,3.55,1.35,4.14,2.27,3.8333333333333335,6,1,1,0,1,1,1
1,1148,1443404,417,0.5181369872883822,0.5755395683453237,1.0,2359,0.9936452917388793,2.64,3.55,1.35,4.14,2.27,3.8333333333333335,6,1,1,0,1,1,1
2,1148,1443404,417,0.6343615508894253,0.6906474820143885,1.0,2901,0.9984399375975039,2.64,3.55,1.35,4.14,2.27,3.8333333333333335,6,1,1,0,1,1,1
3,1148,1443404,417,0.27835657930835717,0.3405275779376499,1.0,1257,0.9989180416553962,2.64,3.55,1.35,4.14,2.27,3.8333333333333335,6,1,1,0,1,1,1
4,1148,1443404,417,0.5493894987127651,0.6067146282973621,1.0,2509,0.9989088925259137,2.64,3.55,1.35,4.14,2.27,3.8333333333333335,6,1,1,0,1,1,1
0,1149,1470684,346,0.0610892618672672,0.17341040462427745,0.0,261,0.9898167006109979,4.44,1.94,2.48,1.14,1.2,3.6666666666666665,3,1,1,0,1,0,1
1,1149,1470684,346,0.21249908205977627,0.5520231213872833,1.0,931,0.9958572339069471,4.44,1.94,2.48,1.14,1.2,3.6666666666666665,3,1,1,0,1,0,1
2,1149,1470684,346,0.1843931123205257,0.4797687861271676,1.0,799,0.9974545454545455,4.44,1.94,2.48,1.14,1.2,3.6666666666666665,3,1,1,0,1,0,1
3,1149,1470684,346,0.1731738429193491,0.4508670520231214,1.0,749,1.0,4.44,1.94,2.48,1.14,1.2,3.6666666666666665,3,1,1,0,1,0,1
4,1149,1470684,346,0.09620489513722866,0.26011560693641617,1.0,409,0.9959432048681541,4.44,1.94,2.48,1.14,1.2,3.6666666666666665,3,1,1,0,1,0,1
0,1150,1425301,374,0.20148095033961247,0.3449197860962567,0.8333333333333334,1002,0.9973787680209698,2.34,1.56,2.81,4.41,4.83,3.1666666666666665,6,1,1,0,1,1,1
1,1150,1425301,374,0.04315439335270234,0.13636363636363635,0.0,218,0.9810606060606061,2.34,1.56,2.81,4.41,4.83,3.1666666666666665,6,1,1,0,1,1,1
2,1150,1425301,374,0.29946025436030704,0.47593582887700536,0.9,1501,0.9971438172043011,2.34,1.56,2.81,4.41,4.83,3.1666666666666665,6,1,1,0,1,1,1
3,1150,1425301,374,0.1092021965886504,0.22459893048128343,0.6666666666666666,548,0.994909763998149,2.34,1.56,2.81,4.41,4.83,3.1666666666666665,6,1,1,0,1,1,1
4,1150,1425301,374,0.0004216653184134439,0.029411764705882353,0.0,0,0.0,2.34,1.56,2.81,4.41,4.83,3.1666666666666665,6,1,1,0,1,1,1
0,1151,1372826,409,0.26125670696796244,0.3740831295843521,1.0,1181,0.9974908759124088,2.84,2.21,2.42,2.59,3.01,3.4,5,1,1,0,1,0,1
1,1151,1372826,409,0.08267690151555987,0.1393643031784841,1.0,373,0.9978632478632479,2.84,2.21,2.42,2.59,3.01,3.4,5,1,1,0,1,0,1
2,1151,1372826,409,0.2241070609093942,0.3251833740831296,1.0,1014,0.9980848153214774,2.84,2.21,2.42,2.59,3.01,3.4,5,1,1,0,1,0,1
3,1151,1372826,409,0.13309042806590202,0.20537897310513448,1.0,599,0.9925828970331588,2.84,2.21,2.42,2.59,3.01,3.4,5,1,1,0,1,0,1
4,1151,1372826,409,0.28168901230017496,0.40097799511002447,1.0,1277,0.9937330269479842,2.84,2.21,2.42,2.59,3.01,3.4,5,1,1,0,1,0,1
0,1152,1561865,309,0.000739500533016618,0.06472491909385113,0.0,0,0.0,2.87,3.47,3.48,4.99,1.99,3.1666666666666665,6,1,1,1,1,1,1
1,1152,1561865,309,0.0541295182362112,0.19093851132686085,0.0,437,0.9882352941176471,2.87,3.47,3.48,4.99,1.99,3.1666666666666665,6,1,1,1,1,1,1
2,1152,1561865,309,0.22027960163010246,0.47249190938511326,1.0,1728,0.998178838098707,2.87,3.47,3.48,4.99,1.99,3.1666666666666665,6,1,1,1,1,1,1
3,1152,1561865,309,0.07967590028587618,0.23624595469255663,0.0,656,0.9848417298261257,2.87,3.47,3.48,4.99,1.99,3.1666666666666665,6,1,1,1,1,1,1
4,1152,1561865,309,0.03588210248645049,0.15857605177993528,0.0,288,0.9880358923230309,2.87,3.47,3.48,4.99,1.99,3.1666666666666665,6,1,1,1,1,1,1
0,1153,1383022,506,0.25131559729346314,0.08695652173913043,1.0,2262,0.9849773242630385,3.3,3.9,4.25,1.48,2.28,2.857142857142857,21,1,1,1,1,1,1
1,1153,1383022,506,0.22519670692150956,0.07905138339920949,1.0,2025,0.9906393780739331,3.3,3.9,4.25,1.48,2.28,2.857142857142857,21,1,1,1,1,1,1
2,1153,1383022,506,0.2578230859668176,0.08893280632411067,1.0,2321,0.9819054146675805,3.3,3.9,4.25,1.48,2.28,2.857142857142857,21,1,1,1,1,1,1
3,1153,1383022,506,0.2903605293335898,0.09881422924901186,1.0,2612,0.9876455215015443,3.3,3.9,4.25,1.48,2.28,2.857142857142857,21,1,1,1,1,1,1
4,1153,1383022,506,0.019792165272859,0.017786561264822136,0.0,185,0.8158347676419966,3.3,3.9,4.25,1.48,2.28,2.857142857142857,21,1,1,1,1,1,1
0,1154,1337651,374,0.1683570677254381,0.446524064171123,1.0,988,0.9955357142857143,3.41,1.44,3.73,1.16,1.49,3.0,3,1,1,0,1,0,1
1,1154,1337651,374,0.17542169071005814,0.46524064171123,1.0,1032,0.9995027349577325,3.41,1.44,3.73,1.16,1.49,3.0,3,1,1,0,1,0,1
2,1154,1337651,374,0.06952336596017945,0.1925133689839572,0.0,390,0.9849967384213959,3.41,1.44,3.73,1.16,1.49,3.0,3,1,1,0,1,0,1
3,1154,1337651,374,0.15109995058501807,0.4037433155080214,1.0,892,0.9968390804597701,3.41,1.44,3.73,1.16,1.49,3.0,3,1,1,0,1,0,1
4,1154,1337651,374,0.17643092256500387,0.4679144385026738,1.0,1038,0.9997521685254027,3.41,1.44,3.73,1.16,1.49,3.0,3,1,1,0,1,0,1
0,1155,1533090,598,0.057712202153820065,0.09531772575250837,0.0,497,0.988255033557047,1.81,4.39,1.28,1.95,4.68,2.0,5,1,1,0,1,0,1
1,1155,1533090,598,0.5760620707199186,0.9297658862876255,1.0,5642,0.9995073082607981,1.81,4.39,1.28,1.95,4.68,2.0,5,1,1,0,1,0,1
2,1155,1533090,598,0.5770404868598712,0.931438127090301,1.0,5653,0.9993984468992672,1.81,4.39,1.28,1.95,4.68,2.0,5,1,1,0,1,0,1
3,1155,1533090,598,0.5741052384400133,0.9264214046822743,1.0,5621,0.9982984796091992,1.81,4.39,1.28,1.95,4.68,2.0,5,1,1,0,1,0,1
4,1155,1533090,598,0.2174777736466874,0.35618729096989965,1.0,2101,0.9985720405540482,1.81,4.39,1.28,1.95,4.68,2.0,5,1,1,0,1,0,1
0,1156,1542168,569,8.75391007983566e-05,0.005272407732864675,0.0,0,0.0,4.26,2.68,2.44,1.83,3.73,3.8333333333333335,6,1,1,0,1,0,1
1,1156,1542168,569,0.04732493476715896,0.04745166959578207,1.0,271,0.9448568398727466,4.26,2.68,2.44,1.83,3.73,3.8333333333333335,6,1,1,0,1,0,1
2,1156,1542168,569,0.3379683666111604,0.27065026362038663,1.0,1900,0.9984251968503937,4.26,2.68,2.44,1.83,3.73,3.8333333333333335,6,1,1,0,1,0,1
3,1156,1542168,569,0.11708516841226119,0.10193321616871705,1.0,671,0.982078853046595,4.26,2.68,2.44,1.83,3.73,3.8333333333333335,6,1,1,0,1,0,1
4,1156,1542168,569,0.14666819697983619,0.12478031634446397,1.0,837,0.9896449704142012,4.26,2.68,2.44,1.83,3.73,3.8333333333333335,6,1,1,0,1,0,1
0,1157,1498512,595,0.3776452907951354,0.25210084033613445,1.0,3673,0.9968106697593505,1.4,2.78,2.46,1.18,4.12,2.1666666666666665,12,1,1,0,1,0,1
1,1157,1498512,595,0.06640921127091408,0.05546218487394958,1.0,644,0.9886506935687264,1.4,2.78,2.46,1.18,4.12,2.1666666666666665,12,1,1,0,1,0,1
2,1157,1498512,595,0.230261085663645,0.15798319327731092,1.0,2229,0.9955920166523815,1.4,2.78,2.46,1.18,4.12,2.1666666666666665,12,1,1,0,1,0,1
3,1157,1498512,595,0.3109971758651249,0.21008403361344538,1.0,3023,0.9943957968476357,1.4,2.78,2.46,1.18,4.12,2.1666666666666665,12,1,1,0,1,0,1
4,1157,1498512,595,0.3870366069807916,0.2571428571428571,1.0,3751,0.9957597173144876,1.4,2.78,2.46,1.18,4.12,2.1666666666666665,12,1,1,0,1,0,1
0,1158,1769215,416,0.12306927083480526,0.4807692307692308,1.0,1242,0.9993261455525606,2.97,3.04,2.57,2.24,3.55,2.3333333333333335,3,1,1,0,1,0,1
1,1158,1769215,416,0.005157654666052458,0.04567307692307692,0.0,55,0.9153439153439153,2.97,3.04,2.57,2.24,3.55,2.3333333333333335,3,1,1,0,1,0,1
2,1158,1769215,416,0.05262164293203483,0.2283653846153846,1.0,554,0.9915966386554622,2.97,3.04,2.57,2.24,3.55,2.3333333333333335,3,1,1,0,1,0,1
3,1158,1769215,416,0.07348343756976965,0.3125,1.0,778,0.9960087082728593,2.97,3.04,2.57,2.24,3.55,2.3333333333333335,3,1,1,0,1,0,1
4,1158,1769215,416,0.12544320503726228,0.49038461538461536,1.0,1267,0.9969108561341571,2.97,3.04,2.57,2.24,3.55,2.3333333333333335,3,1,1,0,1,0,1
0,1159,1428100,460,0.009942581051747076,0.08260869565217391,0.0,111,0.8897243107769424,2.18,3.36,4.69,3.74,3.4,2.0,3,1,1,1,1,1,1
1,1159,1428100,460,0.041349345283943705,0.1891304347826087,1.0,562,0.9864525840441546,2.18,3.36,4.69,3.74,3.4,2.0,3,1,1,1,1,1,1
2,1159,1428100,460,0.00023177648624045935,0.01956521739130435,0.0,0,0.0,2.18,3.36,4.69,3.74,3.4,2.0,3,1,1,1,1,1,1
3,1159,1428100,460,0.07851270919403402,0.3065217391304348,1.0,1073,0.9951508620689655,2.18,3.36,4.69,3.74,3.4,2.0,3,1,1,1,1,1,1
4,1159,1428100,460,0.08103354106855262,0.31521739130434784,1.0,1115,0.9979236958214378,2.18,3.36,4.69,3.74,3.4,2.0,3,1,1,1,1,1,1
0,1160,1610796,459,0.13607620083486674,0.1895424836601307,1.0,1464,0.9939179909750834,4.2,2.88,3.64,2.34,3.66,2.5,8,1,1,1,1,1,1
1,1160,1610796,459,0.015523380986791624,0.05228758169934641,0.0,174,0.9459459459459459,4.2,2.88,3.64,2.34,3.66,2.5,8,1,1,1,1,1,1
2,1160,1610796,459,0.07461590418650157,0.11764705882352941,0.0,785,0.9977528089887641,4.2,2.88,3.64,2.34,3.66,2.5,8,1,1,1,1,1,1
3,1160,1610796,459,0.08951537004065072,0.13507625272331156,1.0,946,0.9883793969849246,4.2,2.88,3.64,2.34,3.66,2.5,8,1,1,1,1,1,1
4,1160,1610796,459,0.08206563711357615,0.12636165577342048,1.0,868,0.9920221990981616,4.2,2.88,3.64,2.34,3.66,2.5,8,1,1,1,1,1,1
0,1161,1778420,516,0.02663712733774924,0.03488372093023256,0,181,0.9808917197452229,2.53,4.59,1.2,1.91,1.57,3.4,10,0,0,0,0,0,0
1,1161,1778420,516,0.09052979611115484,0.07751937984496124,0,630,0.9880803011292346,2.53,4.59,1.2,1.91,1.57,3.4,10,0,0,0,0,0,0
2,1161,1778420,516,0.052511780119431854,0.05232558139534884,0,364,0.9587750294464076,2.53,4.59,1.2,1.91,1.57,3.4,10,0,0,0,0,0,0
3,1161,1778420,516,0.06758808380472554,0.06201550387596899,0,468,0.9515151515151515,2.53,4.59,1.2,1.91,1.57,3.4,10,0,0,0,0,0,0
4,1161,1778420,516,0.1345463951147648,0.1065891472868217,0,940,0.989587852494577,2.53,4.59,1.2,1.91,1.57,3.4,10,0,0,0,0,0,0
0,1162,1216609,437,0.022957252494433297,0.12814645308924486,0.0,48,0.9338235294117647,3.91,2.31,1.62,4.35,3.93,5.0,1,0,0,0,0,0,0
1,1162,1216609,437,0.645878832065191,2.3066361556064074,0.0,1538,0.9995398067188219,3.91,2.31,1.62,4.35,2.219659343875431,5.0,1,0,0,0,0,0,0
2,1162,1216609,437,0.17450635331482833,0.6453089244851259,0.0,404,0.9970817120622568,3.91,2.31,1.62,4.35,3.93,5.0,1,0,0,0,0,0,0
3,1162,1216609,437,0.21943944192423367,0.8009153318077803,0.0,511,0.9984939759036144,3.91,2.31,1.62,4.35,3.93,5.0,1,0,0,0,0,0,0
4,1162,1216609,437,0.39569656315217133,1.4324942791762014,0.0,934,0.9996147919876733,3.91,2.31,1.62,4.35,3.2528933532578943,5.0,1,0,0,0,0,0,0
0,1163,1621436,476,0.05284143191590664,0.14495798319327732,1.0,437,0.9934718100890207,1.5,2.48,3.4,2.0,3.57,2.25,4,1,1,0,1,0,1
1,1163,1621436,476,0.0,0.0,0.0,0,0.0,1.5,2.48,3.4,2.0,3.57,2.25,4,1,1,0,1,0,1
2,1163,1621436,476,0.05700440843795253,0.15546218487394958,1.0,477,0.9872813990461049,1.5,2.48,3.4,2.0,3.57,2.25,4,1,1,0,1,0,1
3,1163,1621436,476,0.09968139353017942,0.2605042016806723,1.0,881,0.9953230049693073,1.5,2.48,3.4,2.0,3.57,2.25,4,1,1,0,1,0,1
4,1163,1621436,476,0.08852770013740906,0.23319327731092437,1.0,778,0.9932016833926837,1.5,2.48,3.4,2.0,3.57,2.25,4,1,1,0,1,0,1
0,1164,1281059,522,0.12582714769577358,0.08812260536398467,1.0,967,0.9848534738228515,4.46,3.71,3.97,1.89,1.65,2.888888888888889,9,1,1,1,1,1,1
1,1164,1281059,522,0.19309258980265545,0.13026819923371646,1.0,1488,0.9911111111111112,4.46,3.71,3.97,1.89,1.65,2.888888888888889,9,1,1,1,1,1,1
2,1164,1281059,522,0.03688198591946194,0.034482758620689655,0.0,298,0.9894291754756871,4.46,3.71,3.97,1.89,1.65,2.888888888888889,9,1,1,1,1,1,1
3,1164,1281059,522,0.015500457043742717,0.0210727969348659,0.0,121,0.9134860050890585,4.46,3.71,3.97,1.89,1.65,2.888888888888889,9,1,1,1,1,1,1
4,1164,1281059,522,0.15340199007227615,0.1053639846743295,1.0,1175,0.9892502756339581,4.46,3.71,3.97,1.89,1.65,2.888888888888889,9,1,1,1,1,1,1
0,1165,1206213,440,0.09579817163303662,0.2545454545454545,1.0,975,1.0,2.84,4.42,4.15,3.66,3.08,2.6666666666666665,3,1,1,1,1,1,1
1,1165,1206213,440,0.06150654983821265,0.17727272727272728,0.0,627,0.9902439024390244,2.84,4.42,4.15,3.66,3.08,2.6666666666666665,3,1,1,1,1,1,1
2,1165,1206213,440,0.08936232655426529,0.2409090909090909,1.0,913,0.9978533094812164,2.84,4.42,4.15,3.66,3.08,2.6666666666666665,3,1,1,1,1,1,1
3,1165,1206213,440,0.08637777904897394,0.2340909090909091,1.0,886,0.9878093830809014,2.84,4.42,4.15,3.66,3.08,2.6666666666666665,3,1,1,1,1,1,1
4,1165,1206213,440,0.0007734952284546759,0.04090909090909091,0.0,0,0.0,2.84,4.42,4.15,3.66,3.08,2.6666666666666665,3,1,1,1,1,1,1
0,1166,1247083,374,0.0005123957266677518,0.034759358288770054,0.0,0,0.0,2.33,4.45,4.15,2.19,1.32,2.3333333333333335,3,1,1,1,1,1,1
1,1166,1247083,374,0.0003359840523846448,0.026737967914438502,0.0,0,0.0,2.33,4.45,4.15,2.19,1.32,2.3333333333333335,3,1,1,1,1,1,1
2,1166,1247083,374,0.07068575227150077,0.25133689839572193,1.0,807,0.996526270082501,2.33,4.45,4.15,2.19,1.32,2.3333333333333335,3,1,1,1,1,1,1
3,1166,1247083,374,0.0627480288000077,0.22727272727272727,1.0,718,0.9976426214049976,2.33,4.45,4.15,2.19,1.32,2.3333333333333335,3,1,1,1,1,1,1
4,1166,1247083,374,0.048434627045673785,0.18181818181818182,1.0,539,0.9877970456005138,2.33,4.45,4.15,2.19,1.32,2.3333333333333335,3,1,1,1,1,1,1
0,1167,1709510,336,0.00018894303045902043,0.01488095238095238,0.0,0,0.0,2.37,5.0,3.81,2.65,1.33,2.888888888888889,9,1,1,1,1,1,1
1,1167,1709510,336,0.0910565015706255,0.14583333333333334,1.0,1093,0.9872611464968153,2.37,5.0,3.81,2.65,1.33,2.888888888888889,9,1,1,1,1,1,1
2,1167,1709510,336,0.12090540564255255,0.18452380952380953,1.0,1457,0.9832140212293261,2.37,5.0,3.81,2.65,1.33,2.888888888888889,9,1,1,1,1,1,1
3,1167,1709510,336,0.09333785704675608,0.1488095238095238,1.0,1124,0.9815593659010029,2.37,5.0,3.81,2.65,1.33,2.888888888888889,9,1,1,1,1,1,1
4,1167,1709510,336,0.19891606366736667,0.2857142857142857,1.0,2439,0.9963143151997641,2.37,5.0,3.81,2.65,1.33,2.888888888888889,9,1,1,1,1,1,1
0,1168,1365848,364,0.3384454199881685,0.6758241758241759,0.8571428571428571,1555,0.9980298339431466,1.4,4.93,2.12,3.28,1.66,4.333333333333333,3,1,1,0,1,1,1
1,1168,1365848,364,0.00032580492119181636,0.02197802197802198,0.0,0,0.0,1.4,4.93,2.12,3.28,1.66,4.333333333333333,3,1,1,0,1,1,1
2,1168,1365848,364,0.07115725908007334,0.19230769230769232,0.0,337,0.9804432855280313,1.4,4.93,2.12,3.28,1.66,4.333333333333333,3,1,1,0,1,1,1
3,1168,1365848,364,0.03403746244091583,0.12087912087912088,0.0,153,0.9658792650918635,1.4,4.93,2.12,3.28,1.66,4.333333333333333,3,1,1,0,1,1,1
4,1168,1365848,364,0.00044001968008153177,0.03021978021978022,0.0,0,0.0,1.4,4.93,2.12,3.28,1.66,4.333333333333333,3,1,1,0,1,1,1
0,1169,1222653,341,0.22209572135348296,0.30498533724340177,1.0,1082,0.9944674965421854,3.07,2.77,4.57,2.67,1.52,5.0,4,1,1,1,1,1,1
1,1169,1222653,341,0.12835857761768873,0.1935483870967742,0.0,615,0.9882716049382716,3.07,2.77,4.57,2.67,1.52,5.0,4,1,1,1,1,1,1
2,1169,1222653,341,0.21228099877888493,0.2932551319648094,1.0,1032,0.9915781764921274,3.07,2.77,4.57,2.67,1.52,5.0,4,1,1,1,1,1,1
3,1169,1222653,341,0.3587698226724999,0.4604105571847507,1.0,1725,0.9987557030277893,3.07,2.77,4.57,2.67,1.52,5.0,4,1,1,1,1,1,1
4,1169,1222653,341,0.16566106654954432,0.2375366568914956,1.0,807,0.9945921586300135,3.07,2.77,4.57,2.67,1.52,5.0,4,1,1,1,1,1,1
0,1170,1348698,359,0.00013272059423236336,0.008356545961002786,0.0,0,0.0,2.82,3.46,2.89,2.65,2.31,3.25,36,1,1,1,1,1,1
1,1170,1348698,359,0.286760268051113,0.09192200557103064,1.0,1819,0.959396334890406,2.82,3.46,2.89,2.65,2.31,3.25,36,1,1,1,1,1,1
2,1170,1348698,359,0.639595372722433,0.1671309192200557,1.0,4041,0.9902832674571805,2.82,3.46,2.89,2.65,2.31,3.25,36,1,1,1,1,1,1
3,1170,1348698,359,0.4298983167469663,0.12256267409470752,1.0,2737,0.9917406311637081,2.82,3.46,2.89,2.65,2.31,3.25,36,1,1,1,1,1,1
4,1170,1348698,359,0.7176706720110804,0.18384401114206128,1.0,4530,0.9919614147909968,2.82,3.46,2.89,2.65,2.31,3.25,36,1,1,1,1,1,1
0,1171,1686459,539,0.09487334112480647,0.34137291280148424,1.0,648,0.9984583761562179,3.24,4.13,1.16,4.39,1.82,3.0,2,1,1,0,1,1,1
1,1171,1686459,539,0.03321990039485099,0.14471243042671614,1.0,216,0.9828326180257511,3.24,4.13,1.16,4.39,1.82,3.0,2,1,1,0,1,1,1
2,1171,1686459,539,0.008839230600921812,0.07421150278293136,0.0,62,0.9464285714285714,3.24,4.13,1.16,4.39,1.82,3.0,2,1,1,0,1,1,1
3,1171,1686459,539,0.030017925131888768,0.13358070500927643,1.0,192,0.9830795262267343,3.24,4.13,1.16,4.39,1.82,3.0,2,1,1,0,1,1,1
4,1171,1686459,539,0.036421875657813206,0.15584415584415584,1.0,240,0.9833119383825417,3.24,4.13,1.16,4.39,1.82,3.0,2,1,1,0,1,1,1
0,1172,1505382,470,0.08416534806447798,0.3191489361702128,1.0,806,0.9959543949981611,3.66,3.46,2.04,3.47,1.78,2.0,3,1,1,0,1,1,1
1,1172,1505382,470,0.014539166802844726,0.09148936170212765,0.0,140,0.9820466786355476,3.66,3.46,2.04,3.47,1.78,2.0,3,1,1,0,1,1,1
2,1172,1505382,470,0.03914156008242426,0.17872340425531916,1.0,393,0.9832239241429613,3.66,3.46,2.04,3.47,1.78,2.0,3,1,1,0,1,1,1
3,1172,1505382,470,0.09380476184782334,0.3446808510638298,1.0,880,0.9993169398907104,3.66,3.46,2.04,3.47,1.78,2.0,3,1,1,0,1,1,1
4,1172,1505382,470,0.0550066361893526,0.22127659574468084,1.0,518,0.9994259471871412,3.66,3.46,2.04,3.47,1.78,2.0,3,1,1,0,1,1,1
0,1173,1620509,544,0.000936125624726552,0.04595588235294118,0.0,0,0.0,2.25,3.59,1.15,3.11,4.67,4.666666666666667,3,1,1,0,1,0,1
1,1173,1620509,544,0.3186276657519335,0.4852941176470588,1.0,1286,0.9966015293118097,2.25,3.59,1.15,3.11,4.67,4.666666666666667,3,1,1,0,1,0,1
2,1173,1620509,544,0.27723388145329647,0.42830882352941174,1.0,1120,0.9986991869918699,2.25,3.59,1.15,3.11,4.67,4.666666666666667,3,1,1,0,1,0,1
3,1173,1620509,544,0.07674749106607862,0.15441176470588236,1.0,314,0.9963547995139733,2.25,3.59,1.15,3.11,4.67,4.666666666666667,3,1,1,0,1,0,1
4,1173,1620509,544,0.383525793438975,0.5716911764705882,1.0,1534,0.9997615641392466,2.25,3.59,1.15,3.11,4.67,4.666666666666667,3,1,1,0,1,0,1
0,1174,1742398,403,0.0010514245310198932,0.08436724565756824,0.0,0,0.0,3.52,3.67,2.1,4.47,4.1,2.933333333333333,15,1,1,0,1,1,1
1,1174,1742398,403,0.20409114335530687,0.21836228287841192,1.0,1645,0.9900516548689496,3.52,3.67,2.1,4.47,4.1,2.933333333333333,15,1,1,0,1,1,1
2,1174,1742398,403,0.0008626042959186133,0.06699751861042183,0.0,0,0.0,3.52,3.67,2.1,4.47,4.1,2.933333333333333,15,1,1,0,1,1,1
3,1174,1742398,403,0.0007093672054260852,0.05459057071960298,0.0,0,0.0,3.52,3.67,2.1,4.47,4.1,2.933333333333333,15,1,1,0,1,1,1
4,1174,1742398,403,0.1206561302297179,0.16377171215880892,1.0,966,0.9834546657842489,3.52,3.67,2.1,4.47,4.1,2.933333333333333,15,1,1,0,1,1,1
0,1175,1207874,341,0.1903965148682727,0.3255131964809384,1.0,1020,0.9977259806708357,2.32,2.4,3.84,4.33,1.61,3.1666666666666665,6,0,0,0,0,0,0
1,1175,1207874,341,0.24239200446404177,0.39002932551319647,1.0,1285,0.99632521819017,2.32,2.4,3.84,4.33,1.61,3.1666666666666665,6,0,0,0,0,0,0
2,1175,1207874,341,0.14353235519598898,0.2697947214076246,1.0,771,0.9969673995451099,2.32,2.4,3.84,4.33,1.61,3.1666666666666665,6,0,0,0,0,0,0
3,1175,1207874,341,0.24969740221248243,0.39882697947214074,1.0,1326,0.991445492432551,2.32,2.4,3.84,4.33,1.61,3.1666666666666665,6,0,0,0,0,0,0
4,1175,1207874,341,0.010728768066867901,0.10557184750733138,0.0,52,0.8475609756097561,2.32,2.4,3.84,4.33,1.61,3.1666666666666665,6,0,0,0,0,0,0
0,1176,1534034,408,0.040799617218392814,0.11519607843137254,0.0,307,0.9933333333333333,4.2,4.7,2.74,3.5,3.31,3.4,5,1,1,1,1,1,1
1,1176,1534034,408,0.19491158605350337,0.3382352941176471,1.0,1453,0.9902646030953569,4.2,4.7,2.74,3.5,3.31,3.4,5,1,1,1,1,1,1
2,1176,1534034,408,0.00921622336923432,0.06862745098039216,0.0,63,0.9347826086956522,4.2,4.7,2.74,3.5,3.31,3.4,5,1,1,1,1,1,1
3,1176,1534034,408,0.0001968665622795844,0.012254901960784314,0.0,0,0.0,4.2,4.7,2.74,3.5,3.31,3.4,5,1,1,1,1,1,1
4,1176,1534034,408,0.0006323197530172083,0.04656862745098039,0.0,0,0.0,4.2,4.7,2.74,3.5,3.31,3.4,5,1,1,1,1,1,1
0,1177,1494320,524,0.1976604743294609,0.31297709923664124,1.0,1167,0.9943912900032993,2.36,4.92,1.46,3.03,1.78,3.5,4,1,1,0,1,1,1
1,1177,1494320,524,0.21592965362171423,0.3377862595419847,1.0,1278,0.9973372781065089,2.36,4.92,1.46,3.03,1.78,3.5,4,1,1,0,1,1,1
2,1177,1494320,524,0.2563152470689009,0.38740458015267176,1.0,1496,0.9989717223650385,2.36,4.92,1.46,3.03,1.78,3.5,4,1,1,0,1,1,1
